speaker_name,topics,entities,sentiment,summary,source_id,date,year,original_text,party,country,political_orientation
Mounir Satouri,"[{'topic': 'corruption', 'confidence': 0.9}, {'topic': 'crisis', 'confidence': 0.8}, {'topic': 'inflation', 'confidence': 0.7}, {'topic': 'responsibility', 'confidence': 0.6}, {'topic': 'sanctions', 'confidence': 0.5}]","[{'name': 'Emmanuel Macron', 'entity_type': 'person'}, {'name': 'Liban', 'entity_type': 'location'}, {'name': 'Beyrouth', 'entity_type': 'location'}, {'name': 'Syrie', 'entity_type': 'location'}]",negative,"The speaker criticizes the Lebanese government for corruption and cronyism, and calls for accountability and responsibility.",487,2023-06-13,2023,"au nom du groupe Verts/ALE. – Monsieur le Président, Monsieur le Commissaire, la détonation du port de Beyrouth du 4 août 2020 résonne encore dans toute la Méditerranée. Le Liban, qui se relevait de conflits, était à nouveau terrassé, à nouveau meurtri par ses démons intérieurs – pas l’affrontement confessionnel, cette fois-ci, mais la corruption endémique, le manque de sens des responsabilités de ses dirigeants, le laisser-faire complice de leurs soutiens internationaux.  Par conséquent, le Lib",Greens/EFA,,left
Michaela Šojdrová,"[{'topic': 'violence and human rights', 'confidence': 0.9}, {'topic': 'EU-India relations', 'confidence': 0.8}, {'topic': 'religious freedom', 'confidence': 0.7}]","[{'name': 'Meiteis', 'entity_type': 'other'}, {'name': 'Kukis', 'entity_type': 'other'}, {'name': 'India', 'entity_type': 'location'}, {'name': 'Christians', 'entity_type': 'other'}, {'name': 'Manipur', 'entity_type': 'location'}]",negative,The EU Parliament urges the Indian authorities to stop violence and protect religious minorities in Manipur.,488,2023-07-12,2023,"on behalf of the PPE Group. – Mr President, dear colleagues, Madam Commissioner, the recent violent clashes between Meiteis and Kukis have caused widespread devastation. Over 50 000 people, including a significant number of Christians, have been displaced and lives have been lost. Numerous religious symbols and places of worship have been targeted, with more than 220 churches burnt or damaged.  We urge the Indian authorities to take immediate action to stop the violence and protect religious min",PPE,,right
Özlem Demirel,"[{'topic': 'Israeli-Palestinian conflict', 'confidence': 0.9}, {'topic': 'justice reform', 'confidence': 0.7}]","[{'name': 'Israel', 'entity_type': 'location'}, {'name': 'Palestine', 'entity_type': 'location'}, {'name': 'Shireen Abu Akleh', 'entity_type': 'person'}]",negative,The speaker criticizes the Israeli government's planned justice reform and its implications for the Palestinian people.,489,2023-07-11,2023," – Frau Präsidentin! Es gibt einen Zusammenhang zwischen der geplanten Justizreform der ultrarechten Regierung in Israel und den neuesten Entwicklungen in Palästina. Es ist kein Zufall, dass dieselbe Regierung, die gerade das Justizsystem aushebeln möchte, besonders aggressiv gegenüber Palästinensern vorgeht. Denn ein wesentliches Ziel dieser Reform ist auch, die rechtlichen Hürden in der Siedlungs- und Annexionspolitik zu umgehen und zu übergehen. Diese Siedlungspolitik ist eine Politik, die di",GUE/NGL,,left
Joachim Kuhs,"[{'topic': 'Regulations and their impact on voluntariness', 'confidence': 0.9}, {'topic': 'Examples of regulations causing harm', 'confidence': 0.8}, {'topic': 'Importance of voluntariness', 'confidence': 0.7}]","[{'name': 'Feuerwehr', 'entity_type': 'organization'}, {'name': 'Pflegedienste', 'entity_type': 'organization'}, {'name': 'Syrien', 'entity_type': 'location'}, {'name': 'Türkei', 'entity_type': 'location'}]",negative,The speaker argues that regulations can harm voluntariness and cites examples from the fire department and care services to make his point.,490,2023-02-16,2023,"im Namen der ID-Fraktion. – Herr Präsident, Herr Kommissar, werte Kollegen! Ich glaube, heute sind wir uns mal wieder ziemlich einig – das ist donnerstagnachmittags sehr häufig der Fall –, dass die Dinge sehr gut dargestellt werden und die Initiativen, die vorhanden sind, auch vom Grundsatz her in Ordnung sind. Aber, das haben einige Kollegen auch schon angesprochen: Wir können eine Freiwilligkeit niemals aufrechterhalten, wenn wir sie in das verkrustete Bett von Arbeitszeitregelungen hineinpres",ID,,right
Ioan-Rareş Bogdan,"[{'topic': 'EU integration', 'confidence': 0.9}, {'topic': ""Romania's relationship with EU"", 'confidence': 0.8}, {'topic': 'geopolitics', 'confidence': 0.7}, {'topic': 'EU-Russia relations', 'confidence': 0.6}, {'topic': 'European unity', 'confidence': 0.5}]","[{'name': 'Romania', 'entity_type': 'location'}, {'name': 'EU', 'entity_type': 'organization'}, {'name': 'Russia', 'entity_type': 'location'}, {'name': 'Putin', 'entity_type': 'person'}, {'name': 'Ukraine', 'entity_type': 'location'}]",negative,"The speaker criticizes the EU's decision regarding Romania's Schengen membership and argues that the EU should prioritize the needs of its citizens, particularly in the context of the ongoing geopolitical crisis.",491,2023-04-19,2023," – Doamna președintă, Luxemburg este statul cel mai eurooptimist din UE, iar România este acum, după decizia nedreaptă din decembrie pe extinderea Schengen, cel mai europesimist, după ce timp de 15 ani a fost în top 5 cele mai optimiste țări pro-europene. Nimeni nu poate anticipa decât o stare de îngrijorare care crește la București.  Românii au fost loviți cumplit de eurosistem prin neacceptarea lor în spațiul Schengen. Asta după ce au fost tratați ca popor european de mâna a doua, prin subvenț",PPE,,right
Witold Jan Waszczykowski,"[{'topic': 'war', 'confidence': 0.9}, {'topic': 'Ukraine', 'confidence': 0.7}, {'topic': 'Russia', 'confidence': 0.6}, {'topic': 'democracy', 'confidence': 0.5}, {'topic': 'peace', 'confidence': 0.4}]","[{'name': 'Witold Jan Waszczykowski', 'entity_type': 'person'}, {'name': 'Putin', 'entity_type': 'person'}, {'name': 'Ukraine', 'entity_type': 'location'}, {'name': 'Russia', 'entity_type': 'location'}]",positive,The speaker argues that helping Ukraine defeat Russia is key to creating peace and promoting democracy in Russia.,492,2023-02-15,2023," – Mr President, we keep asking the question, why this war lasts so long? The answer is simple, because many still too many of those who decide care more about future phase of Russia than about the security of Ukraine. It's a paradox that the way to create peace and maybe put democracy in Russia is to defeat Putin's regime. The first step to achieve this goal is to help Ukraine not only to defend itself, but to defeat Russia. A free, democratic, sovereign Ukraine, a Member State of the European ",ECR,,right
Marc Botenga,"[{'topic': 'austerity', 'confidence': 0.9}, {'topic': 'privatization', 'confidence': 0.8}, {'topic': 'budget cuts', 'confidence': 0.7}, {'topic': 'economy', 'confidence': 0.6}, {'topic': 'public services', 'confidence': 0.5}]","[{'name': 'Jean-Claude Juncker', 'entity_type': 'person'}, {'name': 'European Commission', 'entity_type': 'organization'}]",negative,"The speaker strongly opposes the EU's austerity measures, citing their negative impact on public services and the economy.",493,2023-05-09,2023," – Monsieur le Président, Monsieur le Commissaire, vous revenez donc avec l’austérité, avec le pacte de stabilité. C’est une austérité 2.0, plus de pouvoir pour la Commission européenne, des sanctions plus faciles et un marchandage permanent entre réformes néolibérales et coupes budgétaires. Je m’étonne d’ailleurs qu’il y ait des collègues socialistes qui vous applaudissent, parce que vous revenez avec vos critères ridicules des 3 % et des 60 % – que le déficit budgétaire ne peut pas dépasser le",GUE/NGL,,left
Paolo Borchia,"[{'topic': 'energy security', 'confidence': 0.9}, {'topic': 'importation of gas', 'confidence': 0.8}, {'topic': 'decarbonization', 'confidence': 0.7}, {'topic': 'winter preparedness', 'confidence': 0.6}, {'topic': 'european energy policy', 'confidence': 0.5}]","[{'name': 'Algeria', 'entity_type': 'location'}, {'name': 'Azerbaigian', 'entity_type': 'location'}, {'name': 'Cina', 'entity_type': 'location'}, {'name': 'Europa', 'entity_type': 'location'}, {'name': 'DISMED', 'entity_type': 'organization'}]",mixed,"The speaker, Paolo Borchia, emphasizes the importance of maintaining a secure energy supply and warns against relying solely on storage to avoid winter shortages, while also advocating for continued efforts towards decarbonization.",494,2023-04-18,2023,"a nome del gruppo ID. – Signor Presidente, colleghi, signora Commissaria, nei mesi appena trascorsi, temperature più alte della media ci hanno permesso di diminuire i consumi di gas – notizia positiva – determinando una riduzione dei prezzi e garantendoci quindi un livello accettabile di sicurezza energetica, grazie ad elevati livelli di gas negli stoccaggi.  Però non dobbiamo considerare la sfida come vicina a una sua felice conclusione. Infatti, dobbiamo evitare di illuderci che sia sufficient",ID,,right
Kim Van Sparrentak,"[{'topic': 'European integration', 'confidence': 0.9}, {'topic': 'inequality', 'confidence': 0.8}, {'topic': 'social justice', 'confidence': 0.7}, {'topic': 'economic policy', 'confidence': 0.6}, {'topic': 'single market', 'confidence': 0.5}]","[{'name': 'Kim Van Sparrentak', 'entity_type': 'person'}]",negative,"The speaker criticizes the current state of the single market, highlighting its negative impact on social protection and wealth distribution, and calls for a more socially just approach.",495,2023-01-16,2023," – Mr President, dear colleagues, when looking at the past 30 years, we can all agree that the single market has been essential for European integration. Businesses and consumers have benefited and it has strengthened the EU’s position in the world. But please, let’s not only congratulate ourselves. It’s essential that we’re also self-critical on how the single market project has left many people behind, how it has been dominated too often by a neoliberal obsession of market liberalisation, comp",Greens/EFA,,left
György Hölvényi,"[{'topic': 'migration', 'confidence': 0.9}, {'topic': 'security', 'confidence': 0.7}, {'topic': 'economy', 'confidence': 0.5}, {'topic': 'education', 'confidence': 0.4}, {'topic': 'politics', 'confidence': 0.3}]","[{'name': 'Európai Unió', 'entity_type': 'organization'}, {'name': 'Magyarország', 'entity_type': 'location'}, {'name': 'Frontex', 'entity_type': 'organization'}]",negative,"The speaker emphasizes the need to address the migration crisis in Europe, criticizing the lack of support from the EU for Hungary's border protection efforts.",496,2023-02-01,2023,"írásban. – Az Európai Unió folyamatos migrációs nyomás alatt áll. A Frontex adatai szerint 2020-ban 124 ezer illegális határátlépés történt, 2022-ben ez már 330 ezerre nőtt. Magyarország csak tavaly mintegy 270 ezer illegális határátlépést akadályozott meg a nyugat-balkáni útvonalon. Ennek ellenére hazám eddig gyakorlatilag semmilyen uniós segítséget nem kapott a határkerítések felépítésében. Az egyik legsürgetőbb feladat a külső határok védelme, vagyis a határvédelmi rendszerek létesítése. Emel",PPE,,right
Klemen Grošelj,"[{'topic': 'Srebrenica genocide', 'confidence': 0.9}, {'topic': 'empathy', 'confidence': 0.8}, {'topic': 'nationalism', 'confidence': 0.7}, {'topic': 'genocide', 'confidence': 0.6}, {'topic': 'war crimes', 'confidence': 0.5}]","[{'name': 'Srebrenica', 'entity_type': 'location'}, {'name': 'Nürnberški procesi', 'entity_type': 'event'}]",negative,"The speaker emphasizes the importance of remembering the Srebrenica genocide as a warning for the dangers of nationalism, lack of empathy, and the spread of misinformation.",497,2023-07-11,2023,"v imenu skupine Renew. – Gospa predsednica. Kolegice in kolegi. Srebrenica je mesto spomina in opomina. Ko se sam spomnim na Srebrenico, se spomnim leta 1995, ko je bila moja skrb, kako zaključiti maturo, medtem ko so se le nekaj sto kilometrov stran dogajale grozote, ki so bile nepredstavljive tedaj in so tudi danes.  Resda smo ob razpadanju Jugoslavije videli marsikaj. Videli smo Vukovar, videli smo Škrabinje, Prijedor, Višegrad, Bijeljino in še bi lahko našteval. A Srebrenica, Srebrenica pred",ALDE,,center
Hervé Juvin,"[{'topic': 'conservation', 'confidence': 0.9}, {'topic': 'agriculture', 'confidence': 0.7}]","[{'name': 'Hervé Juvin', 'entity_type': 'person'}, {'name': 'Saint-Gildas-de-Rhuys', 'entity_type': 'location'}]",positive,The speaker emphasizes the importance of maintaining the principle of selective hunting to prevent the desorganization of wolf meutes and the subsequent increase in damages to livestock.,498,2023-09-13,2023," – Monsieur le Président, Madame la Commissaire, chers collègues, voici qu’un jour je rencontrais un agriculteur breton à Saint-Gildas-de-Rhuys, qui a cessé de produire des céréales en raison des dommages causés par les hordes de sangliers et de cervidés. La première menace qui pèse aujourd’hui sur l’agriculture dans nombre de nos régions vient de la prolifération incontrôlée des sangliers, des chevreuils et des cerfs. Or, ces animaux ont un prédateur naturel et un seul, c’est le loup. Au moment",NI,,unknown
